id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,20,36,0,5.00004439524,M.USER.APP.0,100,3329643,0
2,LINK,33,1,1,5.000036175413333,M.USER.APP.1,100,2713156,1
3,LINK,88,74,1,5.000036175413333,M.USER.APP.1,100,2713156,2
4,LINK,93,40,1,5.000036175413333,M.USER.APP.1,100,2713156,3
5,LINK,97,41,1,5.000036175413333,M.USER.APP.1,100,2713156,4
7,LINK,38,7,3,5.000030384773333,M.USER.APP.3,100,2278858,5
17,LINK,62,6,6,5.00003632972,M.USER.APP.6,100,2724729,6
19,LINK,98,81,6,5.00003632972,M.USER.APP.6,100,2724729,7
20,LINK,52,30,7,5.000055566026667,M.USER.APP.7,100,4167452,8
22,LINK,64,3,7,5.000055566026667,M.USER.APP.7,100,4167452,9
24,LINK,83,70,7,5.000055566026667,M.USER.APP.7,100,4167452,10
25,LINK,24,5,8,5.0000388074133335,M.USER.APP.8,100,2910556,11
26,LINK,46,2,8,5.0000388074133335,M.USER.APP.8,100,2910556,12
27,LINK,16,68,9,5.000026470466667,M.USER.APP.9,100,1985285,13
29,LINK,71,2,10,5.000034898733333,M.USER.APP.10,100,2617405,14
30,LINK,46,2,11,5.000021404866667,M.USER.APP.11,100,1605365,15
31,LINK,61,16,11,5.000021404866667,M.USER.APP.11,100,1605365,16
32,LINK,67,27,11,5.000021404866667,M.USER.APP.11,100,1605365,17
33,LINK,88,74,11,5.000021404866667,M.USER.APP.11,100,1605365,18
34,LINK,96,70,11,5.000021404866667,M.USER.APP.11,100,1605365,19
35,LINK,14,2,12,5.0000396870933335,M.USER.APP.12,100,2976532,20
36,LINK,55,2,12,5.0000396870933335,M.USER.APP.12,100,2976532,21
38,LINK,81,19,12,5.0000396870933335,M.USER.APP.12,100,2976532,22
39,LINK,96,4,12,5.0000396870933335,M.USER.APP.12,100,2976532,23
40,LINK,24,9,13,5.00002695276,M.USER.APP.13,100,2021457,24
41,LINK,55,2,13,5.00002695276,M.USER.APP.13,100,2021457,25
42,LINK,61,37,13,5.00002695276,M.USER.APP.13,100,2021457,26
43,LINK,64,9,13,5.00002695276,M.USER.APP.13,100,2021457,27
45,LINK,88,74,13,5.00002695276,M.USER.APP.13,100,2021457,28
49,LINK,81,2,14,5.000058506106667,M.USER.APP.14,100,4387958,29
50,LINK,83,70,14,5.000058506106667,M.USER.APP.14,100,4387958,30
53,LINK,97,41,14,5.000058506106667,M.USER.APP.14,100,4387958,31
54,LINK,98,2,14,5.000058506106667,M.USER.APP.14,100,4387958,32
56,LINK,32,20,15,5.000022028946667,M.USER.APP.15,100,1652171,33
57,LINK,55,2,15,5.000022028946667,M.USER.APP.15,100,1652171,34
58,LINK,62,5,15,5.000022028946667,M.USER.APP.15,100,1652171,35
59,LINK,65,29,15,5.000022028946667,M.USER.APP.15,100,1652171,36
60,LINK,93,34,15,5.000022028946667,M.USER.APP.15,100,1652171,37
65,LINK,62,6,17,5.000042796453333,M.USER.APP.17,100,3209734,38
66,LINK,88,28,17,5.000042796453333,M.USER.APP.17,100,3209734,39
67,LINK,98,2,17,5.000042796453333,M.USER.APP.17,100,3209734,40
68,LINK,52,5,18,5.00003226232,M.USER.APP.18,100,2419674,41
70,LINK,9,2,19,5.000049633213333,M.USER.APP.19,100,3722491,42
31,LINK,16,5,11,5.000021404866667,M.USER.APP.11,105.00002140486667,1605365,40
58,LINK,5,24,15,5.000022028946667,M.USER.APP.15,105.00002202894666,1652171,37
40,LINK,9,33,13,5.00002695276,M.USER.APP.13,105.00002695276,2021457,34
42,LINK,37,15,13,5.00002695276,M.USER.APP.13,105.00002695276,2021457,35
43,LINK,9,33,13,5.00002695276,M.USER.APP.13,105.00002695276,2021457,36
68,LINK,5,90,18,5.00003226232,M.USER.APP.18,105.00003226232,2419674,35
29,LINK,2,100,10,1.00002093924,M.USER.APP.10,105.00003489873333,2617405,35
2,LINK,1,2,1,5.000036175413333,M.USER.APP.1,105.00003617541333,2713156,32
4,LINK,40,0,1,5.000036175413333,M.USER.APP.1,105.00003617541333,2713156,33
5,LINK,41,2,1,5.000036175413333,M.USER.APP.1,105.00003617541333,2713156,34
25,LINK,5,1,8,5.0000388074133335,M.USER.APP.8,105.00003880741333,2910556,31
26,LINK,2,1,8,5.0000388074133335,M.USER.APP.8,105.00003880741333,2910556,32
35,LINK,2,12,12,5.0000396870933335,M.USER.APP.12,105.00003968709333,2976532,29
36,LINK,2,12,12,5.0000396870933335,M.USER.APP.12,105.00003968709333,2976532,30
39,LINK,4,2,12,5.0000396870933335,M.USER.APP.12,105.00003968709333,2976532,31
66,LINK,28,0,17,5.000042796453333,M.USER.APP.17,105.00004279645333,3209734,31
70,LINK,2,100,19,1.000029779928,M.USER.APP.19,105.00004963321334,3722491,30
20,LINK,30,3,7,5.000055566026667,M.USER.APP.7,105.00005556602667,4167452,28
24,LINK,70,2,7,5.000055566026667,M.USER.APP.7,105.00005556602667,4167452,29
31,LINK,5,2,11,5.000021404866667,M.USER.APP.11,110.00004280973334,1605365,25
68,LINK,90,40,18,5.00003226232,M.USER.APP.18,110.00006452464001,2419674,20
41,LINK,2,100,13,1.000016171656,M.USER.APP.13,110.00006663985333,2021457,20
2,LINK,2,26,1,5.000036175413333,M.USER.APP.1,110.00007235082666,2713156,18
4,LINK,0,2,1,5.000036175413333,M.USER.APP.1,110.00007235082666,2713156,19
5,LINK,2,26,1,5.000036175413333,M.USER.APP.1,110.00007235082666,2713156,20
65,LINK,6,86,17,5.000042796453333,M.USER.APP.17,110.00007912617333,3209734,18
39,LINK,2,12,12,5.0000396870933335,M.USER.APP.12,110.00007937418667,2976532,17
66,LINK,0,8,17,5.000042796453333,M.USER.APP.17,110.00008559290666,3209734,17
67,LINK,2,19,17,5.000042796453333,M.USER.APP.17,110.00010130256,3209734,16
24,LINK,2,3,7,5.000055566026667,M.USER.APP.7,110.00011113205335,4167452,15
50,LINK,70,2,14,5.000058506106667,M.USER.APP.14,110.00011407213334,4387958,15
45,LINK,74,15,13,5.00002695276,M.USER.APP.13,115.00008453304,2021457,12
57,LINK,2,20,15,5.000022028946667,M.USER.APP.15,115.0000886688,1652171,12
4,LINK,2,26,1,5.000036175413333,M.USER.APP.1,115.00010852623998,2713156,10
65,LINK,86,8,17,5.000042796453333,M.USER.APP.17,115.00012192262666,3209734,9
69,LINK,61,37,18,5.000054029666667,18_(96-97),126.89256198347107,4052225,0
69,LINK,61,37,18,5.000042393986667,18_(96-98),126.89256198347107,3179549,1
69,LINK,37,0,18,5.000054029666667,18_(96-97),131.89261601313774,4052225,1
7,LINK,7,17,3,5.000057133226667,3_(12-13),135.82731630639887,4284992,2
7,LINK,7,17,3,5.000034690933333,3_(12-14),135.82731630639887,2601820,3
7,LINK,7,17,3,5.000038559786667,3_(12-15),135.82731630639887,2891984,4
7,LINK,7,17,3,5.000022498733333,3_(12-16),135.82731630639887,1687405,5
7,LINK,7,17,3,5.00003735084,3_(12-20),135.82731630639887,2801313,6
69,LINK,37,0,18,5.000042393986667,18_(96-98),136.8926584071244,3179549,6
69,LINK,0,40,18,5.000054029666667,18_(96-97),136.8926700428044,4052225,6
44,LINK,67,27,13,5.000032906533334,13_(68-69),137.27737226277372,2467990,7
40,LINK,33,1,13,5.000032906533334,13_(68-69),138.56269372654907,2467990,8
59,LINK,29,2,15,5.00005192936,15_(81-82),141.27873170636602,3894702,8
59,LINK,29,2,15,5.000058252146666,15_(81-85),141.27873170636602,4368911,9
69,LINK,0,40,18,5.000042393986667,18_(96-98),141.89271243679107,3179549,9
40,LINK,1,25,13,5.000032906533334,13_(68-69),143.5627266330824,2467990,7
66,LINK,19,21,17,5.000034830733333,17_(92-93),146.2411355836046,2612305,7
59,LINK,2,11,15,5.00005192936,15_(81-82),146.27878363572603,3894702,7
40,LINK,25,27,13,5.000032906533334,13_(68-69),148.56275953961574,2467990,6
61,LINK,61,37,16,5.0000242222,16_(87-88),148.71074380165288,1816665,7
59,LINK,2,11,15,5.000058252146666,15_(81-85),151.2788418878727,4368911,4
58,LINK,46,2,15,5.00005192936,15_(81-82),158.89743536224114,3894702,1
58,LINK,46,2,15,5.000058252146666,15_(81-85),158.89743536224114,4368911,2
46,LINK,52,30,14,5.000029359893333,14_(76-79),159.68815331010452,2201992,3
64,LINK,98,2,16,5.0000242222,16_(87-88),161.717277486911,1816665,3
31,LINK,35,15,11,5.000026070133333,11_(60-61),162.60451808522566,1955260,4
31,LINK,35,15,11,5.00002505032,11_(60-62),162.60451808522566,1878774,5
58,LINK,2,11,15,5.00005192936,15_(81-82),163.89748729160115,3894702,5
30,LINK,2,57,11,5.000026070133333,11_(60-61),165.35271126036878,1955260,5
30,LINK,2,59,11,5.00002505032,11_(60-62),165.35271126036878,1878774,6
43,LINK,33,1,13,5.000032906533334,13_(68-69),167.12533354757815,2467990,6
31,LINK,15,74,11,5.000026070133333,11_(60-61),167.604544155359,1955260,6
62,LINK,65,29,16,5.0000242222,16_(87-88),168.33623188405795,1816665,7
58,LINK,2,11,15,5.000058252146666,15_(81-85),168.8975455437478,4368911,6
2,LINK,26,18,1,5.000036158733334,1_(3-9),169.10666590328916,2711905,7
2,LINK,26,85,1,5.0000343908,1_(3-4),169.10666590328916,2579310,8
2,LINK,26,85,1,5.00003339936,1_(3-7),169.10666590328916,2504952,9
43,LINK,1,25,13,5.000032906533334,13_(68-69),172.1253664541115,2467990,7
31,LINK,15,74,11,5.00002505032,11_(60-62),172.604569205679,1878774,7
2,LINK,18,76,1,5.000036158733334,1_(3-9),174.1067020620225,2711905,3
3,LINK,74,15,1,5.000036158733334,1_(3-9),174.12045502358086,2711905,4
3,LINK,74,15,1,5.0000343908,1_(3-4),174.12045502358086,2579310,5
3,LINK,74,15,1,5.00003339936,1_(3-7),174.12045502358086,2504952,6
43,LINK,25,27,13,5.000032906533334,13_(68-69),177.12539936064482,2467990,6
57,LINK,29,2,15,5.00005192936,15_(81-82),177.55744138378537,3894702,7
57,LINK,29,2,15,5.000058252146666,15_(81-85),177.55744138378537,4368911,8
3,LINK,15,49,1,5.000036158733334,1_(3-9),179.1204911823142,2711905,5
14,LINK,10,0,5,5.00004430268,5_(24-25),180.0693374422188,3322701,6
14,LINK,10,0,5,5.000039752626667,5_(24-26),180.0693374422188,2981447,7
14,LINK,10,0,5,5.000023488946667,5_(24-27),180.0693374422188,1761671,8
14,LINK,10,0,5,5.000032611146667,5_(24-28),180.0693374422188,2445836,9
57,LINK,2,11,15,5.00005192936,15_(81-82),182.5574933131454,3894702,8
42,LINK,15,35,13,5.000039744053334,13_(69-70),183.19627483575258,2980804,9
3,LINK,15,49,1,5.0000343908,1_(3-4),184.1205255731142,2579310,9
24,LINK,4,13,7,5.000056191933333,7_(35-41),186.44757643120403,4214395,8
24,LINK,4,13,7,5.0000367192,7_(35-36),186.44757643120403,2753940,9
24,LINK,4,13,7,5.00002029168,7_(35-37),186.44757643120403,1521876,10
4,LINK,69,31,1,5.000036158733334,1_(3-9),186.54796642485218,2711905,11
4,LINK,69,31,1,5.0000343908,1_(3-4),186.54796642485218,2579310,12
4,LINK,69,2,1,5.00003339936,1_(3-7),186.54796642485218,2504952,13
57,LINK,2,11,15,5.000058252146666,15_(81-85),187.55755156529204,4368911,12
40,LINK,57,43,13,5.000048089213333,13_(69-73),187.61491864642343,3606691,13
40,LINK,57,43,13,5.000039744053334,13_(69-70),187.61491864642343,2980804,14
3,LINK,15,49,1,5.00003339936,1_(3-7),189.1205589724742,2504952,13
4,LINK,2,79,1,5.00003339936,1_(3-7),191.54799982421218,2504952,10
71,LINK,20,36,0,5.00004439524,M.USER.APP.0,200,3329643,2
72,LINK,33,1,1,5.000036175413333,M.USER.APP.1,200,2713156,3
73,LINK,88,74,1,5.000036175413333,M.USER.APP.1,200,2713156,4
74,LINK,93,40,1,5.000036175413333,M.USER.APP.1,200,2713156,5
75,LINK,97,41,1,5.000036175413333,M.USER.APP.1,200,2713156,6
77,LINK,38,7,3,5.000030384773333,M.USER.APP.3,200,2278858,7
87,LINK,62,6,6,5.00003632972,M.USER.APP.6,200,2724729,8
89,LINK,98,81,6,5.00003632972,M.USER.APP.6,200,2724729,9
90,LINK,52,30,7,5.000055566026667,M.USER.APP.7,200,4167452,10
92,LINK,64,3,7,5.000055566026667,M.USER.APP.7,200,4167452,11
94,LINK,83,70,7,5.000055566026667,M.USER.APP.7,200,4167452,12
95,LINK,24,5,8,5.0000388074133335,M.USER.APP.8,200,2910556,13
96,LINK,46,2,8,5.0000388074133335,M.USER.APP.8,200,2910556,14
97,LINK,16,68,9,5.000026470466667,M.USER.APP.9,200,1985285,15
99,LINK,71,2,10,5.000034898733333,M.USER.APP.10,200,2617405,16
100,LINK,46,2,11,5.000021404866667,M.USER.APP.11,200,1605365,17
101,LINK,61,16,11,5.000021404866667,M.USER.APP.11,200,1605365,18
102,LINK,67,27,11,5.000021404866667,M.USER.APP.11,200,1605365,19
103,LINK,88,74,11,5.000021404866667,M.USER.APP.11,200,1605365,20
104,LINK,96,70,11,5.000021404866667,M.USER.APP.11,200,1605365,21
105,LINK,14,2,12,5.0000396870933335,M.USER.APP.12,200,2976532,22
106,LINK,55,2,12,5.0000396870933335,M.USER.APP.12,200,2976532,23
108,LINK,81,19,12,5.0000396870933335,M.USER.APP.12,200,2976532,24
109,LINK,96,4,12,5.0000396870933335,M.USER.APP.12,200,2976532,25
110,LINK,24,9,13,5.00002695276,M.USER.APP.13,200,2021457,26
111,LINK,55,2,13,5.00002695276,M.USER.APP.13,200,2021457,27
112,LINK,61,37,13,5.00002695276,M.USER.APP.13,200,2021457,28
113,LINK,64,9,13,5.00002695276,M.USER.APP.13,200,2021457,29
115,LINK,88,74,13,5.00002695276,M.USER.APP.13,200,2021457,30
119,LINK,81,2,14,5.000058506106667,M.USER.APP.14,200,4387958,31
120,LINK,83,70,14,5.000058506106667,M.USER.APP.14,200,4387958,32
123,LINK,97,41,14,5.000058506106667,M.USER.APP.14,200,4387958,33
124,LINK,98,2,14,5.000058506106667,M.USER.APP.14,200,4387958,34
126,LINK,32,20,15,5.000022028946667,M.USER.APP.15,200,1652171,35
127,LINK,55,2,15,5.000022028946667,M.USER.APP.15,200,1652171,36
128,LINK,62,5,15,5.000022028946667,M.USER.APP.15,200,1652171,37
129,LINK,65,29,15,5.000022028946667,M.USER.APP.15,200,1652171,38
130,LINK,93,34,15,5.000022028946667,M.USER.APP.15,200,1652171,39
135,LINK,62,6,17,5.000042796453333,M.USER.APP.17,200,3209734,40
136,LINK,88,28,17,5.000042796453333,M.USER.APP.17,200,3209734,41
137,LINK,98,2,17,5.000042796453333,M.USER.APP.17,200,3209734,42
138,LINK,52,5,18,5.00003226232,M.USER.APP.18,200,2419674,43
140,LINK,9,2,19,5.000049633213333,M.USER.APP.19,200,3722491,44
23,LINK,71,2,7,5.000056191933333,7_(35-41),204.14645308924486,4214395,43
23,LINK,71,3,7,5.0000367192,7_(35-36),204.14645308924486,2753940,44
101,LINK,16,5,11,5.000021404866667,M.USER.APP.11,205.00002140486666,1605365,42
128,LINK,5,24,15,5.000022028946667,M.USER.APP.15,205.00002202894666,1652171,39
110,LINK,9,33,13,5.00002695276,M.USER.APP.13,205.00002695276,2021457,36
112,LINK,37,15,13,5.00002695276,M.USER.APP.13,205.00002695276,2021457,37
113,LINK,9,33,13,5.00002695276,M.USER.APP.13,205.00002695276,2021457,38
138,LINK,5,90,18,5.00003226232,M.USER.APP.18,205.00003226232,2419674,37
99,LINK,2,100,10,1.00002093924,M.USER.APP.10,205.00003489873333,2617405,37
72,LINK,1,2,1,5.000036175413333,M.USER.APP.1,205.00003617541333,2713156,34
74,LINK,40,0,1,5.000036175413333,M.USER.APP.1,205.00003617541333,2713156,35
75,LINK,41,2,1,5.000036175413333,M.USER.APP.1,205.00003617541333,2713156,36
95,LINK,5,1,8,5.0000388074133335,M.USER.APP.8,205.00003880741335,2910556,33
96,LINK,2,1,8,5.0000388074133335,M.USER.APP.8,205.00003880741335,2910556,34
105,LINK,2,12,12,5.0000396870933335,M.USER.APP.12,205.00003968709333,2976532,31
106,LINK,2,12,12,5.0000396870933335,M.USER.APP.12,205.00003968709333,2976532,32
109,LINK,4,2,12,5.0000396870933335,M.USER.APP.12,205.00003968709333,2976532,33
136,LINK,28,0,17,5.000042796453333,M.USER.APP.17,205.00004279645333,3209734,33
140,LINK,2,100,19,1.000029779928,M.USER.APP.19,205.00004963321334,3722491,32
90,LINK,30,3,7,5.000055566026667,M.USER.APP.7,205.00005556602667,4167452,30
94,LINK,70,2,7,5.000055566026667,M.USER.APP.7,205.00005556602667,4167452,31
101,LINK,5,2,11,5.000021404866667,M.USER.APP.11,210.00004280973332,1605365,26
138,LINK,90,40,18,5.00003226232,M.USER.APP.18,210.00006452463998,2419674,21
111,LINK,2,100,13,1.000016171656,M.USER.APP.13,210.00006663985334,2021457,21
72,LINK,2,26,1,5.000036175413333,M.USER.APP.1,210.00007235082666,2713156,19
74,LINK,0,2,1,5.000036175413333,M.USER.APP.1,210.00007235082666,2713156,20
75,LINK,2,26,1,5.000036175413333,M.USER.APP.1,210.00007235082666,2713156,21
135,LINK,6,86,17,5.000042796453333,M.USER.APP.17,210.00007912617332,3209734,19
109,LINK,2,12,12,5.0000396870933335,M.USER.APP.12,210.00007937418667,2976532,18
136,LINK,0,8,17,5.000042796453333,M.USER.APP.17,210.00008559290666,3209734,18
23,LINK,2,0,7,5.000056191933333,7_(35-41),210.00009109066667,4214395,18
137,LINK,2,19,17,5.000042796453333,M.USER.APP.17,210.00010130255998,3209734,17
94,LINK,2,3,7,5.000055566026667,M.USER.APP.7,210.00011113205335,4167452,16
120,LINK,70,2,14,5.000058506106667,M.USER.APP.14,210.00011407213333,4387958,16
6,LINK,3,0,2,5.0000529769333335,2_(10-11),211.31692307692308,3973270,16
64,LINK,2,98,16,5.0000338871466665,16_(88-89),212.78635226398154,2541536,17
43,LINK,78,80,13,5.000048089213333,13_(69-73),212.8482045444059,3606691,18
43,LINK,78,2,13,5.000039744053334,13_(69-70),212.8482045444059,2980804,19
115,LINK,74,15,13,5.00002695276,M.USER.APP.13,215.00008453304,2021457,17
127,LINK,2,20,15,5.000022028946667,M.USER.APP.15,215.0000886688,1652171,17
74,LINK,2,26,1,5.000036175413333,M.USER.APP.1,215.00010852623998,2713156,15
135,LINK,86,8,17,5.000042796453333,M.USER.APP.17,215.00012192262665,3209734,14
6,LINK,0,54,2,5.0000529769333335,2_(10-11),216.31697605385642,3973270,9
43,LINK,2,100,13,1.000023846432,13_(69-70),217.84824428845923,2980804,8
43,LINK,80,15,13,5.000048089213333,13_(69-73),217.8482526336192,3606691,8
45,LINK,15,35,13,5.000039744053334,13_(69-70),220.3111004171479,2980804,3
62,LINK,29,65,16,5.0000338871466665,16_(88-89),221.5452883643225,2541536,3
139,LINK,61,37,18,5.000054029666667,18_(96-97),226.89256198347107,4052225,0
139,LINK,61,37,18,5.000042393986667,18_(96-98),226.89256198347107,3179549,1
139,LINK,37,0,18,5.000054029666667,18_(96-97),231.89261601313774,4052225,1
77,LINK,7,17,3,5.000057133226667,3_(12-13),235.82731630639887,4284992,2
77,LINK,7,17,3,5.000034690933333,3_(12-14),235.82731630639887,2601820,3
77,LINK,7,17,3,5.000038559786667,3_(12-15),235.82731630639887,2891984,4
77,LINK,7,17,3,5.000022498733333,3_(12-16),235.82731630639887,1687405,5
77,LINK,7,17,3,5.00003735084,3_(12-20),235.82731630639887,2801313,6
139,LINK,37,0,18,5.000042393986667,18_(96-98),236.8926584071244,3179549,6
139,LINK,0,40,18,5.000054029666667,18_(96-97),236.8926700428044,4052225,6
114,LINK,67,27,13,5.000032906533334,13_(68-69),237.27737226277372,2467990,7
110,LINK,33,1,13,5.000032906533334,13_(68-69),238.5626937265491,2467990,8
129,LINK,29,2,15,5.00005192936,15_(81-82),241.27873170636602,3894702,8
129,LINK,29,2,15,5.000058252146666,15_(81-85),241.27873170636602,4368911,9
139,LINK,0,40,18,5.000042393986667,18_(96-98),241.89271243679107,3179549,9
110,LINK,1,25,13,5.000032906533334,13_(68-69),243.56272663308243,2467990,7
22,LINK,3,0,7,5.000056191933333,7_(35-41),245.03697864294975,4214395,8
22,LINK,3,10,7,5.00002029168,7_(35-37),245.03697864294975,1521876,9
137,LINK,19,21,17,5.000034830733333,17_(92-93),246.24115129325793,2612305,9
129,LINK,2,11,15,5.00005192936,15_(81-82),246.27878363572603,3894702,9
61,LINK,37,61,16,5.0000338871466665,16_(88-89),248.5381791913656,2541536,9
110,LINK,25,27,13,5.000032906533334,13_(68-69),248.56275953961577,2467990,9
131,LINK,61,37,16,5.0000242222,16_(87-88),248.71074380165288,1816665,10
129,LINK,2,11,15,5.000058252146666,15_(81-85),251.2788418878727,4368911,5
116,LINK,52,30,14,5.000029359893333,14_(76-79),259.68815331010455,2201992,1
134,LINK,98,2,16,5.0000242222,16_(87-88),261.717277486911,1816665,1
100,LINK,2,57,11,5.000026070133333,11_(60-61),265.3527112603688,1955260,1
100,LINK,2,59,11,5.00002505032,11_(60-62),265.3527112603688,1878774,2
113,LINK,33,1,13,5.000032906533334,13_(68-69),267.1253335475782,2467990,2
132,LINK,65,29,16,5.0000242222,16_(87-88),268.33623188405795,1816665,3
72,LINK,26,18,1,5.000036158733334,1_(3-9),269.1066659032892,2711905,4
72,LINK,26,85,1,5.0000343908,1_(3-4),269.1066659032892,2579310,5
72,LINK,26,85,1,5.00003339936,1_(3-7),269.1066659032892,2504952,6
113,LINK,1,25,13,5.000032906533334,13_(68-69),272.1253664541115,2467990,4
44,LINK,27,67,13,5.000048089213333,13_(69-73),273.6213205132224,3606691,4
44,LINK,27,67,13,5.000039744053334,13_(69-70),273.6213205132224,2980804,5
72,LINK,18,76,1,5.000036158733334,1_(3-9),274.1067020620225,2711905,4
73,LINK,74,15,1,5.000036158733334,1_(3-9),274.12045502358086,2711905,5
73,LINK,74,15,1,5.0000343908,1_(3-4),274.12045502358086,2579310,6
73,LINK,74,15,1,5.00003339936,1_(3-7),274.12045502358086,2504952,7
113,LINK,25,27,13,5.000032906533334,13_(68-69),277.1253993606448,2467990,7
73,LINK,15,49,1,5.000036158733334,1_(3-9),279.1204911823142,2711905,4
84,LINK,10,0,5,5.00004430268,5_(24-25),280.0693374422188,3322701,5
84,LINK,10,0,5,5.000039752626667,5_(24-26),280.0693374422188,2981447,6
84,LINK,10,0,5,5.000023488946667,5_(24-27),280.0693374422188,1761671,7
84,LINK,10,0,5,5.000032611146667,5_(24-28),280.0693374422188,2445836,8
112,LINK,15,35,13,5.000039744053334,13_(69-70),283.19627483575255,2980804,8
73,LINK,15,49,1,5.0000343908,1_(3-4),284.1205255731142,2579310,7
73,LINK,15,49,1,5.00003339936,1_(3-7),289.1205589724742,2504952,4
74,LINK,84,15,1,5.000036158733334,1_(3-9),289.87487375175954,2711905,4
74,LINK,84,15,1,5.0000343908,1_(3-4),289.87487375175954,2579310,5
74,LINK,84,15,1,5.00003339936,1_(3-7),289.87487375175954,2504952,6
74,LINK,15,49,1,5.000036158733334,1_(3-9),294.8749099104929,2711905,4
74,LINK,15,49,1,5.0000343908,1_(3-4),299.8749443012929,2579310,3
141,LINK,20,36,0,5.00004439524,M.USER.APP.0,300,3329643,3
142,LINK,33,1,1,5.000036175413333,M.USER.APP.1,300,2713156,4
143,LINK,88,74,1,5.000036175413333,M.USER.APP.1,300,2713156,5
144,LINK,93,40,1,5.000036175413333,M.USER.APP.1,300,2713156,6
145,LINK,97,41,1,5.000036175413333,M.USER.APP.1,300,2713156,7
147,LINK,38,7,3,5.000030384773333,M.USER.APP.3,300,2278858,8
157,LINK,62,6,6,5.00003632972,M.USER.APP.6,300,2724729,9
159,LINK,98,81,6,5.00003632972,M.USER.APP.6,300,2724729,10
160,LINK,52,30,7,5.000055566026667,M.USER.APP.7,300,4167452,11
162,LINK,64,3,7,5.000055566026667,M.USER.APP.7,300,4167452,12
164,LINK,83,70,7,5.000055566026667,M.USER.APP.7,300,4167452,13
165,LINK,24,5,8,5.0000388074133335,M.USER.APP.8,300,2910556,14
166,LINK,46,2,8,5.0000388074133335,M.USER.APP.8,300,2910556,15
167,LINK,16,68,9,5.000026470466667,M.USER.APP.9,300,1985285,16
169,LINK,71,2,10,5.000034898733333,M.USER.APP.10,300,2617405,17
170,LINK,46,2,11,5.000021404866667,M.USER.APP.11,300,1605365,18
171,LINK,61,16,11,5.000021404866667,M.USER.APP.11,300,1605365,19
172,LINK,67,27,11,5.000021404866667,M.USER.APP.11,300,1605365,20
173,LINK,88,74,11,5.000021404866667,M.USER.APP.11,300,1605365,21
174,LINK,96,70,11,5.000021404866667,M.USER.APP.11,300,1605365,22
175,LINK,14,2,12,5.0000396870933335,M.USER.APP.12,300,2976532,23
176,LINK,55,2,12,5.0000396870933335,M.USER.APP.12,300,2976532,24
178,LINK,81,19,12,5.0000396870933335,M.USER.APP.12,300,2976532,25
179,LINK,96,4,12,5.0000396870933335,M.USER.APP.12,300,2976532,26
180,LINK,24,9,13,5.00002695276,M.USER.APP.13,300,2021457,27
181,LINK,55,2,13,5.00002695276,M.USER.APP.13,300,2021457,28
182,LINK,61,37,13,5.00002695276,M.USER.APP.13,300,2021457,29
183,LINK,64,9,13,5.00002695276,M.USER.APP.13,300,2021457,30
185,LINK,88,74,13,5.00002695276,M.USER.APP.13,300,2021457,31
189,LINK,81,2,14,5.000058506106667,M.USER.APP.14,300,4387958,32
190,LINK,83,70,14,5.000058506106667,M.USER.APP.14,300,4387958,33
193,LINK,97,41,14,5.000058506106667,M.USER.APP.14,300,4387958,34
194,LINK,98,2,14,5.000058506106667,M.USER.APP.14,300,4387958,35
196,LINK,32,20,15,5.000022028946667,M.USER.APP.15,300,1652171,36
197,LINK,55,2,15,5.000022028946667,M.USER.APP.15,300,1652171,37
198,LINK,62,5,15,5.000022028946667,M.USER.APP.15,300,1652171,38
199,LINK,65,29,15,5.000022028946667,M.USER.APP.15,300,1652171,39
200,LINK,93,34,15,5.000022028946667,M.USER.APP.15,300,1652171,40
205,LINK,62,6,17,5.000042796453333,M.USER.APP.17,300,3209734,41
206,LINK,88,28,17,5.000042796453333,M.USER.APP.17,300,3209734,42
207,LINK,98,2,17,5.000042796453333,M.USER.APP.17,300,3209734,43
208,LINK,52,5,18,5.00003226232,M.USER.APP.18,300,2419674,44
210,LINK,9,2,19,5.000049633213333,M.USER.APP.19,300,3722491,45
110,LINK,82,50,13,5.000048089213333,13_(69-73),303.01299164933636,3606691,45
110,LINK,82,31,13,5.0000535392,13_(69-75),303.01299164933636,4015440,46
110,LINK,82,50,13,5.000039744053334,13_(69-70),303.01299164933636,2980804,47
74,LINK,15,49,1,5.00003339936,1_(3-7),304.8749777006529,2504952,47
171,LINK,16,5,11,5.000021404866667,M.USER.APP.11,305.0000214048667,1605365,44
198,LINK,5,24,15,5.000022028946667,M.USER.APP.15,305.00002202894666,1652171,41
180,LINK,9,33,13,5.00002695276,M.USER.APP.13,305.00002695276,2021457,38
182,LINK,37,15,13,5.00002695276,M.USER.APP.13,305.00002695276,2021457,39
183,LINK,9,33,13,5.00002695276,M.USER.APP.13,305.00002695276,2021457,40
208,LINK,5,90,18,5.00003226232,M.USER.APP.18,305.00003226232,2419674,39
169,LINK,2,100,10,1.00002093924,M.USER.APP.10,305.00003489873336,2617405,39
142,LINK,1,2,1,5.000036175413333,M.USER.APP.1,305.00003617541336,2713156,36
144,LINK,40,0,1,5.000036175413333,M.USER.APP.1,305.00003617541336,2713156,37
145,LINK,41,2,1,5.000036175413333,M.USER.APP.1,305.00003617541336,2713156,38
165,LINK,5,1,8,5.0000388074133335,M.USER.APP.8,305.0000388074133,2910556,35
166,LINK,2,1,8,5.0000388074133335,M.USER.APP.8,305.0000388074133,2910556,36
