id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
1280,COMP_M,7,7_38,7_(36-38),106,108,22,44,7_36,46.081135902636916,8090.652956892309,8136.734092794945,8067.095813649547,8090.652956892309
1280,COMP_M,7,7_40,7_(36-40),106,110,22,50,7_36,74.19137931034483,8090.6530172588955,8164.84439656924,8067.095813649547,8090.6530172588955
5555,COMP_M,8,8_46,8_(43-46),113,116,29,20,8_43,40.6453125,8093.5732473226435,8134.218559822643,8065.855561485794,8080.855676758128
465,COMP_M,13,13_72,13_(70-72),140,142,86,10,13_70,38.993836671802775,8093.811717760457,8132.80555443226,8078.811589010978,8093.811717760457
1519,COMP_M,14,14_76,M.USER.APP.14,48,147,81,2,None,42.24537607891492,8094.3761771081145,8136.621553187029,2200.0,2210.0000981932
5537,COMP_M,3,3_20,3_(12-20),82,90,41,14,3_12,83.41795665634675,8094.905213718003,8178.32317037435,8059.904953733602,8094.905213718003
1963,COMP_M,1,1_7,1_(3-7),73,77,34,99,1_3,69.40768094534712,8097.200917932322,8166.6085988776695,5823.380450488046,5853.380657394394
2746,COMP_M,6,6_30,6_(29-30),102,103,90,40,6_29,40.76236044657097,8097.883962583396,8138.646323029967,6817.814579199272,6822.814638641192
2264,COMP_M,7,7_41,7_(35-41),105,111,35,9,7_35,33.84034653465346,8098.393800067996,8132.23414660265,8083.393631492197,8098.393800067996
4268,COMP_M,18,18_96,M.USER.APP.18,67,166,52,37,None,66.07106598984771,8099.5990170338955,8165.670083023743,6100.0,6150.0003960718
3140,COMP_M,15,15_81,M.USER.APP.15,59,151,93,13,None,30.135048231511256,8100.7878474372865,8130.9228956687975,4500.0,4520.000088115787
4019,COMP_M,10,10_56,10_(52-56),122,126,90,9,10_52,37.741336633663366,8103.393837715583,8141.135174349246,8084.310525045215,8103.393837715583
465,COMP_M,13,13_71,13_(70-71),140,141,86,64,13_70,151.93333333333334,8103.811864370459,8255.745197703793,8078.811589010978,8103.811864370459
4019,COMP_M,10,10_53,10_(52-53),122,123,90,44,10_52,39.21399594320487,8104.310741399321,8143.524737342526,8084.310525045215,8104.310741399321
1446,COMP_M,14,14_77,14_(76-77),147,148,2,86,14_76,39.83307332293292,8104.376287608328,8144.2093609312615,8094.3761771081145,8104.376287608328
5670,COMP_M,19,19_102,M.USER.APP.19,69,174,9,33,None,60.69910514541387,8105.000049633213,8165.699154778627,8100.0,8105.000049633213
4717,COMP_M,9,9_51,9_(49-51),119,121,80,97,9_49,25.11326530612245,8107.105285994782,8132.218551300904,8082.105139639529,8107.105285994782
2675,COMP_M,6,6_32,6_(30-32),103,99,40,20,6_30,37.45,8109.085901781295,8146.535901781295,8097.883962583396,8109.085901781295
2264,COMP_M,7,7_37,7_(35-37),105,107,35,44,7_35,21.9868154158215,8109.310761691001,8131.297577106822,8083.393631492197,8109.310761691001
1446,COMP_M,14,14_79,14_(76-79),147,150,2,61,14_76,37.21384297520661,8109.376265187794,8146.590108163001,8094.3761771081145,8109.376265187794
2651,COMP_M,16,16_87,M.USER.APP.16,60,161,61,17,None,53.94965675057208,8109.549422764738,8163.49907951531,3800.0,3825.0002236800674
5606,COMP_M,2,2_10,M.USER.APP.2,5,80,3,4,None,56.79434850863422,8110.000075751361,8166.794424259995,8100.0,8110.000075751361
5626,COMP_M,8,8_43,M.USER.APP.8,25,113,46,29,None,27.927741935483873,8110.000077614826,8137.92781955031,8100.0,8110.000077614826
5601,COMP_M,0,0_0,M.USER.APP.0,0,70,20,19,None,64.89208633093526,8110.000088790481,8174.892175121416,8100.0,8110.000088790481
2802,COMP_M,1,1_3,M.USER.APP.1,1,73,33,34,None,49.72504708097929,8110.732616213103,8160.4576632940825,4100.0,4120.000144701655
5627,COMP_M,9,9_48,M.USER.APP.9,26,118,16,4,None,93.42229199372056,8115.0000794114,8208.42237140512,8100.0,8115.0000794114
5607,COMP_M,3,3_12,M.USER.APP.3,6,82,38,41,None,44.904862579281186,8115.000091154321,8159.904953733602,8100.0,8115.000091154321
2679,COMP_M,6,6_33,6_(32-33),99,100,20,78,6_32,35.44183168316832,8115.000095964974,8150.441927648142,8104.5717161002385,8115.000095964974
402,COMP_M,14,14_78,14_(76-78),147,149,2,93,14_76,158.97256097560975,8115.873694117439,8274.846255093049,2264.51427821786,2279.5144492827003
1062,COMP_M,4,4_21,M.USER.APP.4,11,91,97,74,None,88.91099476439791,8116.989647462308,8205.900642226707,1600.0,1619.7605287646588
1536,COMP_M,17,17_93,17_(92-93),162,163,97,70,17_92,124.30875576036867,8117.347379035479,8241.656134795849,2273.1736405735683,2288.173745065769
3235,COMP_M,6,6_29,M.USER.APP.6,14,102,32,90,None,34.22354340071344,8118.309228426382,8152.5327718270955,4700.0,4739.484574619781
5665,COMP_M,17,17_92,M.USER.APP.17,64,162,62,97,None,26.586734693877553,8120.000171185813,8146.586905879691,8100.0,8120.000171185813
2309,COMP_M,18,18_97,18_(96-97),166,167,37,66,18_96,123.98341232227489,8121.009648966749,8244.993061289024,4399.619321602422,4414.619483691423
1106,COMP_M,15,15_85,15_(81-85),151,155,13,80,15_81,88.46706586826348,8122.171217218505,8210.638283086768,2857.289455154361,2872.2896299108006
1535,COMP_M,17,17_95,17_(93-95),163,165,70,73,17_93,28.070365358592692,8122.347421744306,8150.417787102899,8117.347379035479,8122.347421744306
903,COMP_M,16,16_89,16_(88-89),157,158,84,75,16_88,159.7378640776699,8122.9038864758795,8282.64175055355,4783.876243023523,4793.876310797817
1386,COMP_M,15,15_82,15_(81-82),151,152,13,88,15_81,69.80912162162163,8123.375186900661,8193.184308522283,3580.5306127106264,3600.530820428066
5600,COMP_M,19,19_105,19_(103-105),175,173,13,40,19_103,76.68580542264753,8124.41980189431,8201.105607316957,8114.419695234123,8124.41980189431
465,COMP_M,13,13_74,13_(73-74),143,144,89,84,13_73,93.8108108108108,8125.0001726202945,8218.810983431105,8104.9245775799,8125.0001726202945
2238,COMP_M,18,18_101,18_(97-101),167,171,66,91,18_97,49.63267813267813,8126.009698393136,8175.642376525814,8121.009648966749,8126.009698393136
1535,COMP_M,17,17_94,17_(93-94),163,164,70,74,17_93,52.832460732984295,8127.34744379508,8180.179904528064,8117.347379035479,8127.34744379508
1818,COMP_M,18,18_100,18_(96-100),166,170,37,64,18_96,155.52592592592592,8127.893511373155,8283.41943729908,3540.695463734402,3565.695654633175
5600,COMP_M,19,19_104,19_(103-104),175,172,13,91,19_103,54.86977886977887,8130.000209367867,8184.869988237646,8114.419695234123,8130.000209367867
2804,COMP_M,1,1_8,1_(3-8),73,78,34,17,1_3,23.983981693363845,8130.000261207827,8153.984242901191,8110.732616213103,8130.000261207827
3139,COMP_M,15,15_81,M.USER.APP.15,58,151,65,13,None,30.135048231511256,8130.9228956687975,8161.057943900309,4500.0,4530.000283848545
662,COMP_M,11,11_60,M.USER.APP.11,31,130,67,38,None,178.13888888888889,8131.250064214593,8309.388953103482,1000.0,1015.0000642145999
2333,COMP_M,7,7_35,M.USER.APP.7,22,105,71,35,None,48.26299045599151,8131.656621948188,8179.91961240418,3400.0,3425.0002618196004
3178,COMP_M,10,10_59,10_(58-59),128,129,14,83,10_58,86.88888888888889,8132.240147458367,8219.129036347256,6484.12886702803,6499.129036347271
1518,COMP_M,14,14_76,M.USER.APP.14,47,147,77,2,None,42.24537607891492,8136.621553187029,8178.866929265944,2200.0,2210.000117012213
1505,COMP_M,12,12_63,M.USER.APP.12,34,137,14,50,None,74.97068965517241,8136.863912164733,8211.834601819904,2200.0,2225.0001984354662
4704,COMP_M,5,5_24,M.USER.APP.5,13,94,10,70,None,119.73502304147465,8137.24660769753,8256.981630739005,6800.0,6815.000063918721
5625,COMP_M,8,8_43,M.USER.APP.8,24,113,24,29,None,27.927741935483873,8137.92781955031,8165.855561485794,8100.0,8115.000116422239
2747,COMP_M,6,6_30,6_(29-30),102,103,90,40,6_29,40.76236044657097,8138.646323029967,8179.408683476538,6852.038122599985,6864.245255504136
1315,COMP_M,15,15_84,15_(82-84),152,154,88,97,15_82,59.93265306122449,8143.375323604929,8203.307976666154,8123.375186900661,8143.375323604929
850,COMP_M,4,4_22,4_(21-22),91,92,74,28,4_21,108.54395604395604,8143.708952164105,8252.25290820806,6694.413731231935,6704.413810004576
2688,COMP_M,10,10_57,10_(52-57),122,127,90,49,10_52,104.35818181818182,8144.836829451987,8249.195011270169,5408.335495318692,5430.666599590608
5666,COMP_M,17,17_92,M.USER.APP.17,65,162,88,97,None,26.586734693877553,8146.586905879691,8173.173640573568,8100.0,8125.000213982266
1519,COMP_M,14,14_77,14_(76-77),147,148,2,86,14_76,39.83307332293292,8146.621663687243,8186.454737010176,8136.621553187029,8146.621663687243
2331,COMP_M,7,7_41,7_(35-41),105,111,35,9,7_35,33.84034653465346,8146.656790523988,8180.497137058642,8131.656621948188,8146.656790523988
4019,COMP_M,10,10_58,10_(54-58),124,128,90,14,10_54,39.128482972136226,8148.241733601056,8187.370216573192,8133.2415595279745,8148.241733601056
884,COMP_M,13,13_68,M.USER.APP.13,43,138,67,58,None,111.5065502183406,8148.471717983672,8259.978268202012,1300.0,1320.0001022631466
2746,COMP_M,6,6_32,6_(30-32),103,99,40,20,6_30,37.45,8148.64643699338,8186.09643699338,8138.646323029967,8148.64643699338
3179,COMP_M,10,10_55,10_(52-55),122,125,90,74,10_52,87.15968586387434,8150.146550565972,8237.306236429846,6437.556660598124,6462.556872981962
1351,COMP_M,7,7_36,7_(35-36),105,106,35,22,7_35,83.87055837563452,8150.966372025182,8234.836930400816,4753.2472900287685,4768.247419659101
591,COMP_M,11,11_62,11_(60-62),130,132,38,79,11_60,35.729166666666664,8151.2501654356865,8186.9793321023535,8131.250064214593,8151.2501654356865
1205,COMP_M,6,6_34,6_(30-34),103,101,40,1,6_30,90.36470588235294,8152.080264169051,8242.444970051403,3777.0737552468972,3787.073865820257
3306,COMP_M,6,6_29,M.USER.APP.6,15,102,46,90,None,34.22354340071344,8152.5327718270955,8186.756315227809,4800.0,4810.000072659441
4089,COMP_M,10,10_52,M.USER.APP.10,28,122,71,90,None,68.61474435196195,8152.9252693971775,8221.54001374914,5900.0,5940.000287775789
4088,COMP_M,10,10_54,10_(52-54),122,124,90,90,10_52,48.93103448275862,8152.9252693971775,8201.856303879937,8152.9252693971775,8152.9252693971775
5626,COMP_M,8,8_46,8_(43-46),113,116,29,20,8_43,40.6453125,8152.927934822644,8193.573247322644,8137.92781955031,8152.927934822644
852,COMP_M,4,4_23,4_(22-23),92,93,28,20,4_22,35.871875,8153.709023567892,8189.580898567891,8143.708952164105,8153.709023567892
1519,COMP_M,14,14_79,14_(76-79),147,150,2,61,14_76,37.21384297520661,8155.000421508642,8192.214264483848,8136.621553187029,8155.000421508642
5626,COMP_M,8,8_45,8_(43-45),113,115,29,0,8_43,41.98777777777778,8155.000436957839,8196.988214735617,8137.92781955031,8155.000436957839
4634,COMP_M,5,5_25,5_(24-25),94,95,70,18,5_24,47.50815850815851,8155.000451394216,8202.508609902374,8137.24660769753,8155.000451394216
414,COMP_M,16,16_90,16_(89-90),158,159,75,72,16_89,333.93283582089555,8155.941740229289,8489.874576050184,4129.457284534138,4149.457390135099
2675,COMP_M,6,6_33,6_(32-33),99,100,20,78,6_32,35.44183168316832,8156.535953351029,8191.977785034197,8146.535901781295,8156.535953351029
2331,COMP_M,7,7_37,7_(35-37),105,107,35,44,7_35,21.9868154158215,8156.656775734361,8178.643591150182,8131.656621948188,8156.656775734361
5537,COMP_M,3,3_17,3_(15-17),85,87,9,98,3_15,55.10732984293194,8157.075975778624,8212.183305621556,8147.075914756544,8157.075975778624
4634,COMP_M,5,5_27,5_(24-27),94,97,70,26,5_24,65.0860655737705,8157.24673873073,8222.3328043045,8137.24660769753,8157.24673873073
1473,COMP_M,1,1_4,1_(3-4),73,74,34,82,1_3,92.76494023904382,8157.510119304013,8250.275059543057,4431.0791322206205,4456.079307710486
1280,COMP_M,7,7_39,7_(38-39),108,109,44,52,7_38,67.59233449477352,8160.000507084335,8227.59284157911,8136.734092794945,8160.000507084335
2803,COMP_M,1,1_3,M.USER.APP.1,2,73,88,34,None,49.72504708097929,8160.4576632940825,8210.182710375062,4100.0,4120.000144701655
3138,COMP_M,15,15_81,M.USER.APP.15,57,151,62,13,None,30.135048231511256,8161.057943900309,8191.19299213182,4500.0,4545.000417009544
1509,COMP_M,12,12_65,12_(63-65),137,134,50,78,12_63,43.85767326732673,8161.535982268629,8205.393655535956,8136.863912164733,8161.535982268629
2756,COMP_M,8,8_44,8_(43-44),113,114,29,66,8_43,102.69431279620854,8163.084352193459,8265.778664989668,4037.9278195503102,4052.9279540891903
3526,COMP_M,8,8_47,8_(43-47),113,117,29,34,8_43,79.9623352165725,8163.479146465845,8243.441481682417,5137.92781955031,5162.928016447151
2653,COMP_M,16,16_87,M.USER.APP.16,62,161,88,17,None,53.94965675057208,8163.49907951531,8217.448736265882,3800.0,3830.209983762612
4634,COMP_M,5,5_26,5_(24-26),94,96,70,45,5_24,66.55813953488372,8165.000540572691,8231.558680107575,8137.24660769753,8165.000540572691
4339,COMP_M,18,18_96,M.USER.APP.18,68,166,61,37,None,66.07106598984771,8165.670083023743,8231.741149013591,6200.0,6205.00003226232
859,COMP_M,6,6_31,6_(30-31),103,104,40,48,6_30,126.36744186046512,8166.135003231625,8292.50244509209,2758.014744082618,2773.0148741562984
1965,COMP_M,1,1_7,1_(3-7),73,77,34,99,1_3,69.40768094534712,8166.6085988776695,8236.016279823016,5873.105497569026,5903.105704475373
3087,COMP_M,3,3_18,3_(15-18),85,88,9,23,3_15,179.77227722772278,8167.056227002803,8346.828504230525,4647.366327419596,4657.36644164605
4088,COMP_M,10,10_56,10_(52-56),122,126,90,9,10_52,37.741336633663366,8167.925382339937,8205.6667189736,8152.9252693971775,8167.925382339937
4971,COMP_M,0,0_1,0_(0-1),70,71,19,51,0_0,112.46388888888889,8169.828347628514,8282.292236517404,7274.892175121416,7284.892236517416
1284,COMP_M,7,7_38,7_(36-38),106,108,22,44,7_36,46.081135902636916,8170.966533156942,8217.047669059579,8150.966372025182,8170.966533156942
1284,COMP_M,7,7_40,7_(36-40),106,110,22,50,7_36,74.19137931034483,8170.966593523529,8245.157972833873,8150.966372025182,8170.966593523529
3711,COMP_M,0,0_2,0_(0-2),70,72,19,28,0_0,150.46978021978023,8173.161841106408,8323.631621326189,5478.233381236328,5507.108853709316
5667,COMP_M,17,17_92,M.USER.APP.17,66,162,98,97,None,26.586734693877553,8173.173640573568,8199.760375267446,8100.0,8135.000321221494
5607,COMP_M,3,3_13,3_(12-13),82,83,41,86,3_12,34.33541341653666,8174.905125133282,8209.240538549819,8159.904953733602,8174.905125133282
2802,COMP_M,1,1_8,1_(3-8),73,78,34,17,1_3,23.983981693363845,8175.457775877361,8199.441757570725,8160.4576632940825,8175.457775877361
805,COMP_M,12,12_64,12_(63-64),137,133,50,28,12_63,139.75,8175.721035289465,8315.471035289465,4463.300119061282,4485.855793896115
4088,COMP_M,10,10_53,10_(52-53),122,123,90,44,10_52,39.21399594320487,8175.966592725782,8215.180588668987,8152.9252693971775,8175.966592725782
5606,COMP_M,2,2_11,2_(10-11),80,81,4,45,2_10,68.34651162790698,8176.794530213861,8245.141041841769,8166.794424259995,8176.794530213861
380,COMP_M,11,11_61,11_(60-61),130,131,38,63,11_60,291.65989847715736,8177.956264127001,8469.61616260416,5102.888953103486,5120.000117423774
1521,COMP_M,14,14_76,M.USER.APP.14,50,147,87,2,None,42.24537607891492,8178.866929265944,8221.11230534486,2200.0,2215.000130856933
2748,COMP_M,6,6_30,6_(29-30),102,103,90,40,6_29,40.76236044657097,8179.408683476538,8220.171043923108,6886.261666000699,6891.261725442619
5607,COMP_M,3,3_14,3_(12-14),82,84,41,56,3_12,24.412197686645637,8179.90511493963,8204.317312626275,8159.904953733602,8179.90511493963
5607,COMP_M,3,3_15,3_(12-15),82,85,41,9,3_12,67.17079207920793,8179.905122677336,8247.075914756544,8159.904953733602,8179.905122677336
2332,COMP_M,7,7_35,M.USER.APP.7,21,105,64,35,None,48.26299045599151,8179.91961240418,8228.182602860172,3400.0,3430.000317385627
1534,COMP_M,16,16_88,16_(87-88),161,157,17,84,16_87,91.7985257985258,8180.42169756897,8272.220223367496,4872.570017730412,4887.570090397013
5670,COMP_M,19,19_103,19_(102-103),174,175,33,13,19_102,32.52625937834941,8180.699304868186,8213.225564246535,8165.699154778627,8180.699304868186
912,COMP_M,1,1_9,1_(3-9),73,79,34,37,1_3,151.19289340101523,8182.948541986412,8334.141435387428,2790.1525785482972,2805.1526870244966
686,COMP_M,15,15_86,15_(85-86),155,156,80,93,15_85,146.58841463414635,8184.37688549948,8330.965300133626,5025.823911829283,5045.824052141815
1052,COMP_M,1,1_5,1_(4-5),74,75,82,71,1_4,129.37757437070937,8184.522381235635,8313.899955606345,5931.1515535669705,5951.151699204037
5607,COMP_M,3,3_16,3_(12-16),82,86,41,3,3_12,90.28615384615385,8184.905129115016,8275.19128296117,8159.904953733602,8184.905129115016
5607,COMP_M,3,3_19,3_(12-19),82,89,41,2,3_12,35.838471023427864,8184.905139016323,8220.743610039752,8159.904953733602,8184.905139016323
1472,COMP_M,1,1_6,1_(4-6),74,76,82,73,1_4,41.630581867388365,8185.670265442251,8227.30084730964,8157.510119304013,8185.670265442251
809,COMP_M,12,12_67,12_(64-67),133,136,28,6,12_64,31.65724815724816,8185.721131143198,8217.378379300446,8175.721035289465,8185.721131143198
3307,COMP_M,6,6_29,M.USER.APP.6,16,102,62,90,None,34.22354340071344,8186.756315227809,8220.979858628523,4800.0,4815.000108989161
1518,COMP_M,14,14_77,14_(76-77),147,148,2,86,14_76,39.83307332293292,8188.867039766158,8228.700113089091,8178.866929265944,8188.867039766158
2747,COMP_M,6,6_32,6_(30-32),103,99,40,20,6_30,37.45,8189.408797439951,8226.85879743995,8179.408683476538,8189.408797439951
3137,COMP_M,15,15_81,M.USER.APP.15,56,151,55,13,None,30.135048231511256,8191.19299213182,8221.32804036333,4500.0,4550.000439038491
1390,COMP_M,15,15_82,15_(81-82),151,152,13,88,15_81,69.80912162162163,8193.184308522283,8262.993430143904,3610.6656609421375,3645.000378762627
5625,COMP_M,8,8_46,8_(43-46),113,116,29,20,8_43,40.6453125,8193.573247322644,8234.218559822644,8165.855561485794,8180.855676758128
1518,COMP_M,14,14_79,14_(76-79),147,150,2,61,14_76,37.21384297520661,8193.867017345625,8231.080860320832,8178.866929265944,8193.867017345625
5607,COMP_M,3,3_20,3_(12-20),82,90,41,14,3_12,83.41795665634675,8194.905213718002,8278.32317037435,8159.904953733602,8194.905213718002
2333,COMP_M,7,7_41,7_(35-41),105,111,35,9,7_35,33.84034653465346,8194.91978097998,8228.760127514633,8179.91961240418,8194.91978097998
809,COMP_M,12,12_66,12_(64-66),133,135,28,65,12_64,59.06811594202899,8195.721235183653,8254.789351125683,8175.721035289465,8195.721235183653
2746,COMP_M,6,6_33,6_(32-33),99,100,20,78,6_32,35.44183168316832,8196.096488563113,8231.538320246282,8186.09643699338,8196.096488563113
5625,COMP_M,8,8_45,8_(43-45),113,115,29,0,8_43,41.98777777777778,8196.988214735617,8238.975992513395,8165.855561485794,8175.855680609608
4857,COMP_M,9,9_49,9_(48-49),118,119,4,80,9_48,115.5688622754491,8197.674001914978,8313.242864190428,7108.42237140512,7123.422504908999
5740,COMP_M,19,19_102,M.USER.APP.19,69,174,9,33,None,60.69910514541387,8205.000049633214,8265.699154778627,8200.0,8205.000049633214
534,COMP_M,13,13_69,13_(68-69),138,139,58,55,13_68,189.49618320610688,8205.34644585758,8394.842629063687,4914.781761651793,4929.781860371393
1058,COMP_M,4,4_21,M.USER.APP.4,7,91,14,74,None,88.91099476439791,8205.900642226707,8294.811636991104,1600.0,1620.000158221973
2333,COMP_M,7,7_37,7_(35-37),105,107,35,44,7_35,21.9868154158215,8206.19308464454,8228.17990006036,8179.91961240418,8206.19308464454
5676,COMP_M,2,2_10,M.USER.APP.2,5,80,3,4,None,56.79434850863422,8210.000075751359,8266.794424259993,8200.0,8210.000075751359
5696,COMP_M,8,8_43,M.USER.APP.8,25,113,46,29,None,27.927741935483873,8210.000077614826,8237.92781955031,8200.0,8210.000077614826
5671,COMP_M,0,0_0,M.USER.APP.0,0,70,20,19,None,64.89208633093526,8210.000088790479,8274.892175121415,8200.0,8210.000088790479
2805,COMP_M,1,1_3,M.USER.APP.1,4,73,97,34,None,49.72504708097929,8210.182710375062,8259.907757456042,4100.0,4125.0001808770685
1110,COMP_M,15,15_85,15_(81-85),151,155,13,80,15_81,88.46706586826348,8210.638283086768,8299.10534895503,2887.424503385872,2902.4246781423117
1507,COMP_M,12,12_63,M.USER.APP.12,36,137,58,50,None,74.97068965517241,8211.834601819904,8286.805291475077,2200.0,2230.0002381225595
1386,COMP_M,15,15_84,15_(82-84),152,154,88,97,15_82,59.93265306122449,8213.184445226547,8273.117098287772,8193.184308522283,8213.184445226547
5697,COMP_M,9,9_48,M.USER.APP.9,26,118,16,4,None,93.42229199372056,8215.0000794114,8308.42237140512,8200.0,8215.0000794114
5677,COMP_M,3,3_12,M.USER.APP.3,6,82,38,41,None,44.904862579281186,8215.000091154321,8259.904953733603,8200.0,8215.000091154321
461,COMP_M,13,13_73,13_(69-73),139,143,55,89,13_69,79.07421875,8215.346542036008,8294.420760786008,8205.34644585758,8215.346542036008
2652,COMP_M,16,16_87,M.USER.APP.16,61,161,65,17,None,53.94965675057208,8217.448736265882,8271.398393016454,3800.0,3840.00033342896
3179,COMP_M,10,10_59,10_(58-59),128,129,14,83,10_58,86.88888888888889,8219.129036347256,8306.017925236145,6540.6163521261005,6555.616521445341
5735,COMP_M,17,17_92,M.USER.APP.17,64,162,62,97,None,26.586734693877553,8220.000171185813,8246.58690587969,8200.0,8220.000171185813
2749,COMP_M,6,6_30,6_(29-30),102,103,90,40,6_29,40.76236044657097,8220.171043923108,8260.93340436968,6920.485209401412,6932.8599998560985
3308,COMP_M,6,6_29,M.USER.APP.6,17,102,83,90,None,34.22354340071344,8220.979858628523,8255.203402029238,4800.0,4820.000145318882
1524,COMP_M,14,14_76,M.USER.APP.14,53,147,98,2,None,42.24537607891492,8221.11230534486,8263.357681423775,2200.0,2215.00013439132
3135,COMP_M,15,15_81,M.USER.APP.15,54,151,24,13,None,30.135048231511256,8221.32804036333,8251.463088594843,4500.0,4555.000461067438
4158,COMP_M,10,10_52,M.USER.APP.10,27,122,38,90,None,68.61474435196195,8221.54001374914,8290.154758101102,6000.0,6030.000216547335
4089,COMP_M,10,10_54,10_(52-54),122,124,90,90,10_52,48.93103448275862,8221.54001374914,8270.471048231899,8221.54001374914,8221.54001374914
833,COMP_M,16,16_91,16_(87-91),161,160,17,25,16_87,178.40425531914894,8222.14150977763,8400.545765096778,2606.6844342063832,2625.00016766932
5670,COMP_M,19,19_105,19_(103-105),175,173,13,40,19_103,76.68580542264753,8223.225670906722,8299.91147632937,8213.225564246535,8223.225670906722
4787,COMP_M,9,9_51,9_(49-51),119,121,80,97,9_49,25.11326530612245,8225.000152553148,8250.113417859271,8197.674001914978,8225.000152553148
4088,COMP_M,10,10_58,10_(54-58),124,128,90,14,10_54,39.128482972136226,8225.000249229572,8264.128732201709,8201.856303879937,8225.000249229572
409,COMP_M,15,15_83,15_(82-83),152,153,88,11,15_82,249.1629213483146,8228.15808884775,8477.321010196063,2468.836335549306,2488.8364975935733
2334,COMP_M,7,7_35,M.USER.APP.7,23,105,83,35,None,48.26299045599151,8228.182602860172,8276.445593316163,3400.0,3440.0004312038004
5670,COMP_M,19,19_104,19_(103-104),175,172,13,91,19_103,54.86977886977887,8228.225687197655,8283.095466067434,8213.225564246535,8228.225687197655
2803,COMP_M,1,1_8,1_(3-8),73,78,34,17,1_3,23.983981693363845,8230.000261207828,8253.984242901191,8210.182710375062,8230.000261207828
2748,COMP_M,6,6_32,6_(30-32),103,99,40,20,6_30,37.45,8230.171157886523,8267.621157886524,8220.171043923108,8230.171157886523
3654,COMP_M,5,5_28,5_(24-28),94,98,70,94,5_24,153.19494584837545,8230.872476453402,8384.067422301778,6460.95628511688,6490.956490494574
1521,COMP_M,14,14_77,14_(76-77),147,148,2,86,14_76,39.83307332293292,8231.112415845071,8270.945489168003,8221.11230534486,8231.112415845071
4338,COMP_M,18,18_96,M.USER.APP.18,67,166,52,37,None,66.07106598984771,8231.741149013591,8297.812215003438,6200.0,6245.000339428547
1505,COMP_M,12,12_65,12_(63-65),137,134,50,78,12_63,43.85767326732673,8231.834772941613,8275.69244620894,8211.834601819904,8231.834772941613
1353,COMP_M,7,7_36,7_(35-36),105,106,35,22,7_35,83.87055837563452,8234.836930400816,8318.70748877645,4801.51028048476,4816.510410115093
461,COMP_M,13,13_75,13_(69-75),139,145,55,70,13_69,130.26958525345623,8235.000290868718,8365.269876122175,8205.34644585758,8235.000290868718
2034,COMP_M,1,1_7,1_(3-7),73,77,34,99,1_3,69.40768094534712,8236.016279823016,8305.423960768363,5922.830544650005,5952.830751556353
2747,COMP_M,6,6_33,6_(32-33),99,100,20,78,6_32,35.44183168316832,8236.858849009683,8272.300680692852,8226.85879743995,8236.858849009683
3248,COMP_M,10,10_55,10_(52-55),122,125,90,74,10_52,87.15968586387434,8237.306236429846,8324.46592229372,6506.171404950086,6540.000324565627
5695,COMP_M,8,8_43,M.USER.APP.8,24,113,24,29,None,27.927741935483873,8237.92781955031,8265.855561485794,8200.0,8215.00011642224
1537,COMP_M,17,17_93,17_(92-93),162,163,97,70,17_92,124.30875576036867,8241.656134795849,8365.964890556217,2299.760375267446,2314.7604797596464
1208,COMP_M,6,6_34,6_(30-34),103,101,40,1,6_30,90.36470588235294,8242.444970051403,8332.809675933757,3817.8361156934684,3827.8362262668284
1608,COMP_M,18,18_98,18_(96-98),166,168,37,94,18_96,178.8086642599278,8242.461213554543,8421.269877814471,3144.2690677953156,3169.7212624185195
2332,COMP_M,7,7_41,7_(35-41),105,111,35,9,7_35,33.84034653465346,8243.182771435972,8277.023117970624,8228.182602860172,8243.182771435972
3525,COMP_M,8,8_47,8_(43-47),113,117,29,34,8_43,79.9623352165725,8243.441481682417,8323.40381689899,5165.855561485794,5194.445378199454
2308,COMP_M,18,18_97,18_(96-97),166,167,37,66,18_96,123.98341232227489,8244.993061289024,8368.9764736113,4465.69038759227,4480.690549681271
461,COMP_M,13,13_70,13_(69-70),139,140,55,86,13_69,33.811232449297975,8245.000356561677,8278.811589010975,8205.34644585758,8245.000356561677
5736,COMP_M,17,17_92,M.USER.APP.17,65,162,88,97,None,26.586734693877553,8246.58690587969,8273.173640573568,8200.0,8225.000213982266
1536,COMP_M,17,17_95,17_(93-95),163,165,70,73,17_93,28.070365358592692,8246.656177504676,8274.726542863269,8241.656134795849,8246.656177504676
2689,COMP_M,10,10_57,10_(52-57),122,127,90,49,10_52,104.35818181818182,8249.195011270169,8353.55319308835,5476.950239670654,5496.950326371241
2309,COMP_M,18,18_101,18_(97-101),167,171,66,91,18_97,49.63267813267813,8249.99311071541,8299.625788848089,8244.993061289024,8249.99311071541
4089,COMP_M,10,10_56,10_(52-56),122,126,90,9,10_52,37.741336633663366,8250.000401326708,8287.741737960372,8221.54001374914,8250.000401326708
5696,COMP_M,8,8_45,8_(43-45),113,115,29,0,8_43,41.98777777777778,8250.000423371383,8291.98820114916,8237.92781955031,8250.000423371383
1475,COMP_M,1,1_4,1_(3-4),73,74,34,82,1_3,92.76494023904382,8250.275059543057,8343.0399997821,4480.8041793016,4505.804354791466
3206,COMP_M,15,15_81,M.USER.APP.15,55,151,32,13,None,30.135048231511256,8251.463088594843,8281.598136826355,4600.0,4615.00006608684
